 !*  File produced by HERAVerager and OT
 !*  Created on 20140725 - Modified for HERAPDF20_ALPHAS_118 on 6 May 2024 

&Data
  Name = "EIC CCep 18x275 realistic"
  Reaction = "CC e+-p"
  NData =    88
  NColumn =   11
  ColumnType = 6*"Bin",4*"Error","Sigma"
  ColumnName = "x","Q2","y","W","ignore", "lumi", "stat", "uncor","normCC18x275","ignore", "Sigma"

  TermName = 'R'
  TermSource = 'use:hf_scheme_DISCC'
  TermInfo = 'type=signonred:flav=incl:echarge=-1:epolarity=0'
  TheorExpr = 'R'

!  CInfo = "sqrt(S)", "e charge", "reduced", "e polarity"
!  DataInfo =     0.140712E+03,   -0.1000E+01,    0.0000E+00,    0.0000E+00,

  IndexDataset =   3001
  Percent = 172*true
&End
0.108	1000	0.47	8302.0	0.039055	15.4	4.816165959	2	2.5	0.828027415428	0.04239718492004153
0.152	1000	0.333	5586.0	0.025906	15.4	5.096471914	2	2.5	5.13982415258	0.023553235264191202
0.215	1000	0.235	3663.0	0.015971	15.4	5.096471914	2	2.5	-1.23772061876	0.016241511039540205
0.303	1000	0.167	2301.0	0.0087502	15.4	6.319625174	2	2.5	-1.27714759466	0.00787219406686064
0.428	1000	0.118	1337.0	0.0035689	15.4	9.020755288	2	2.5	0.550136726467	0.003935365371034297
0.605	1000	0.0835	655.0	0.00066136	15.4	19.54496979	2	2.5	-15.9893183373	0.0007699011172708375
0.854	1000	0.0591	171.9	5.2168e-06	15.4	80.52425625	2	2.5	-2.42230561404	1.4573662452799165e-05
0.108	1400	0.658	11620.0	0.03391	15.4	1.737896923	2	2.5	-4.51804057628	0.03362459714122277
0.152	1400	0.466	7820.0	0.02276	15.4	1.763379282	2	2.5	2.49055442569	0.022633810730819784
0.215	1400	0.33	5127.0	0.014107	15.4	1.865308721	2	2.5	-2.32834608753	0.014097047424639941
0.303	1400	0.233	3221.0	0.0077133	15.4	2.214417047	2	2.5	2.36826012483	0.007319772140100285
0.428	1400	0.165	1872.0	0.0031174	15.4	2.930471351	2	2.5	-0.79265913798	0.0030627877229376026
0.605	1400	0.117	916.6	0.00056795	15.4	5.682566185	2	2.5	0.344869138537	0.0005300430421681639
0.854	1400	0.0828	240.3	4.3199e-06	15.4	26.75647755	2	2.5	35.9129256641	5.989224227805743e-06
0.215	3000	0.706	10990.0	0.0092677	15.4	2.392793564	2	2.5	-4.79722423599	0.009324407455845108
0.303	3000	0.5	6902.0	0.0050605	15.4	2.701130115	2	2.5	-4.1986538089	0.004864538315859543
0.428	3000	0.354	4010.0	0.0020105	15.4	3.643977419	2	2.5	0.052131824498	0.0018915698924428172
0.605	3000	0.251	1963.0	0.00035358	15.4	6.956684163	2	2.5	-0.47332672079	0.00033218348517573504
0.854	3000	0.177	513.9	2.4896e-06	15.4	26.75647755	2	2.5	4.33788720946	1.678731851783169e-06
0.303	5000	0.833	11500.0	0.003329	15.4	2.828541912	2	2.5	-1.73459711719	0.0033890945246096453
0.428	5000	0.59	6683.0	0.0013099	15.4	3.159812587	2	2.5	-1.74878378341	0.0013596893129118634
0.605	5000	0.418	3271.0	0.00022555	15.4	6.727342927	2	2.5	-0.538113870514	0.00023814486603079892
0.854	5000	0.296	855.9	1.5137e-06	15.4	40.26212812	2	2.5	59.5410901947	1.3205164444345673e-06
0.605	9000	0.752	5888.0	0.00011517	15.4	4.128142251	2	2.5	-0.59621115609	0.0001048558476596443
0.854	9000	0.532	1540.0	7.341e-07	15.4	17.5828281	2	2.5	10.4490272025	4.834947230658275e-07
